make,address,all,num3d,our,over,remove,internet,order,mail,receive,will,people,report,addresses,free,business,email,you,credit,your,font,num000,money,hp,hpl,george,num650,lab,labs,telnet,num857,data,num415,num85,technology,num1999,parts,pm,direct,cs,meeting,original,project,re,edu,table,conference,charSemicolon,charRoundbracket,charSquarebracket,charExclamation,charDollar,charHash,capitalAve,capitalLong,capitalTotal,type
0.00, 0.00,0.73, 0.00, 0.00,0.00,0.73, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 2.20,0.00,0.00, 1.47, 0.00, 1.47, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.73,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.088,0.000, 0.000,   3.048,  29,  125,spam
0.00, 0.00,0.00, 1.26, 0.00,0.00,0.63, 0.00,0.00, 1.26,0.00,0.00,0.00, 0.00,0.00, 0.63,0.00,0.00, 0.63, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.195,0.000,0.000, 0.979,0.000, 0.293,   8.476,  68,  356,spam
0.00, 0.00,0.74, 0.00, 0.00,0.00,0.74, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 2.22,0.00,0.00, 1.48, 0.00, 1.48, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.74,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.088,0.000, 0.000,   3.048,  29,  125,spam
0.71, 0.00,0.11, 0.00, 0.47,0.11,0.00, 0.59,0.71, 2.86,0.23,0.11,0.23, 0.00,0.47, 0.11,0.59,0.47, 3.21, 0.00, 1.66, 0.00,1.90, 1.07, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.11,0.11,0.00, 0.00,0.00, 0.00, 0.11, 0.00,0.00, 0.00,0.072,0.127,0.000, 0.418,0.254, 0.018,   9.705, 148, 1514,spam
0.00, 0.00,0.73, 0.00, 0.00,0.73,0.73, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.73,0.00,0.00, 1.47, 0.00, 0.00, 0.00,0.73, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.875,0.109,13.129,   2.080,  12,   52,spam
0.68, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 1.36,0.00,0.00, 2.04, 0.00, 0.00, 0.68,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.125,0.375,0.000, 1.001,0.000, 0.250,   4.551,  32,  132,spam
0.50, 0.40,0.33, 0.00, 0.13,0.03,0.13, 0.10,0.54, 0.78,0.30,0.71,0.54, 1.15,0.03, 0.27,0.44,0.03, 3.19, 0.00, 1.42, 0.00,0.37, 0.61, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.06, 0.00,0.00, 0.00,0.000,0.074,0.000, 0.445,0.519, 0.119,   6.029, 136, 2213,spam
0.67, 0.16,1.35, 0.00, 1.01,0.00,0.00, 0.00,0.00, 0.16,0.16,1.69,0.50, 0.00,0.00, 0.33,0.00,0.16, 5.77, 0.00, 1.35, 0.00,0.00, 0.84, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.061,0.000, 0.123,0.278, 0.030,   3.774,  46,  268,spam
0.00, 0.00,0.00, 0.00, 2.38,0.00,0.00, 2.38,2.38, 2.38,0.00,0.00,0.00, 0.00,0.00, 0.00,7.14,0.00, 0.00, 2.38, 2.38, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.396,0.000, 0.000,  22.714, 149,  159,spam
0.18, 0.00,0.09, 0.00, 0.36,0.09,0.00, 0.36,0.09, 0.00,0.00,0.63,0.09, 0.36,0.00, 0.00,0.09,0.00, 1.27, 0.00, 3.38, 0.00,0.36, 0.09, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.060,0.030, 0.030,0.015, 0.000,   4.192,  48,  566,spam
0.00, 0.00,0.53, 0.00, 0.53,0.00,0.00, 0.53,0.00, 0.00,0.00,1.06,0.00, 0.00,2.12, 0.00,0.53,0.53, 2.65, 0.00, 2.65, 0.00,1.59, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.53,0.53,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.191,0.000, 0.095,0.478, 0.000,   5.038,  60,  131,spam
0.00, 0.00,0.52, 0.00, 0.52,0.00,0.00, 0.52,0.00, 0.00,0.00,1.05,0.00, 0.00,2.11, 0.00,0.52,0.52, 2.64, 0.00, 2.64, 0.00,1.58, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.52,0.52,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.190,0.000, 0.095,0.475, 0.000,   5.038,  60,  131,spam
0.00, 0.00,0.51, 0.00, 0.51,0.00,0.00, 0.51,0.00, 0.00,0.00,1.02,0.00, 0.00,2.05, 0.00,0.00,0.51, 2.56, 0.00, 2.56, 0.00,1.53, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.51,0.51,0.00, 0.00,0.00, 0.00, 0.51, 0.00,0.00, 0.00,0.000,0.189,0.000, 0.094,0.473, 0.000,   5.038,  60,  131,spam
0.00, 0.10,0.31, 0.10, 1.05,0.42,0.00, 0.31,0.00, 0.10,0.10,0.84,0.00, 0.10,0.00, 2.00,0.84,0.21, 1.69, 0.31, 0.31, 0.00,0.52, 0.10, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.31,0.00,0.00, 0.00,0.10,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.054,0.000, 0.384,0.182, 0.201,   8.851, 299, 1726,spam
0.00, 0.00,1.11, 0.00, 0.00,0.00,1.11, 0.00,0.00, 0.00,1.11,1.11,0.00, 0.00,0.00, 2.22,0.00,0.00, 3.33, 0.00, 3.33, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.138,0.000, 0.138,0.138, 0.000,   2.700,  11,   54,spam
0.31, 0.00,0.63, 0.00, 0.47,0.47,0.15, 0.79,0.15, 0.63,0.31,1.42,0.00, 0.00,0.00, 0.00,1.58,0.00, 2.05, 1.58, 3.95, 0.00,0.15, 0.47, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.15,0.00, 0.00,0.00, 0.00, 0.15, 0.00,0.00, 0.00,0.000,0.076,0.000, 1.300,0.127, 0.000,   5.241,  97,  650,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.91, 0.00,0.00, 0.00,0.00,0.91,0.00, 0.00,0.00, 0.91,0.00,1.83, 4.58, 0.00, 1.83, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.151,0.000, 0.455,0.000, 0.000,   2.842,  10,   54,spam
0.31, 0.00,0.63, 0.00, 0.47,0.47,0.15, 0.79,0.15, 0.63,0.31,1.42,0.00, 0.00,0.00, 0.00,1.58,0.00, 2.05, 1.58, 3.95, 0.00,0.15, 0.47, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.15,0.00, 0.00,0.00, 0.00, 0.15, 0.00,0.00, 0.00,0.000,0.076,0.000, 1.300,0.127, 0.000,   5.241,  97,  650,spam
0.00, 0.00,0.32, 0.00, 0.64,0.64,0.64, 0.32,0.00, 0.00,0.00,0.32,0.32, 0.00,0.00, 0.32,0.32,0.32, 2.27, 0.00, 3.24, 0.00,0.00, 0.32, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.64, 0.00,0.00, 0.00,0.000,0.166,0.000, 0.000,0.166, 0.000,   1.688,  19,  157,spam
0.00, 0.00,0.00, 0.00, 1.26,0.00,1.26, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,1.26, 0.00, 0.00, 1.26, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 1.26, 0.00,0.00, 0.00,0.431,0.000,0.000, 0.000,0.215, 1.724,   3.529,  13,   60,spam
0.10, 0.00,0.10, 0.00, 0.40,0.10,0.10, 0.00,0.20, 0.20,0.40,0.50,0.00, 0.60,0.00, 0.91,0.20,0.00, 1.72, 4.26, 1.72, 0.00,0.40, 0.20, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.096,0.000, 0.336,0.160, 0.000,   6.758, 494, 1426,spam
0.00, 0.00,0.00, 0.00, 0.09,0.00,0.00, 0.00,0.00, 0.09,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.032,0.000, 0.016,0.000, 0.000,  24.375, 135, 3315,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 1.12,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,1.12, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 1.12, 0.00,0.00, 0.00,0.000,0.212,0.000, 0.424,0.424, 0.000,   4.100,  25,   82,spam
0.59, 0.00,0.00, 0.00, 0.00,0.00,1.18, 0.59,0.59, 1.18,0.00,1.18,0.00, 0.00,0.00, 0.00,2.95,0.00, 4.14, 2.36, 2.36, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.421,0.000, 0.000,   6.275,  46,  182,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,4.54, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.800,   9,   18,spam
0.06, 0.65,0.71, 0.00, 0.39,0.65,0.52, 0.19,1.04, 0.52,0.06,0.39,0.32, 0.00,1.17, 0.13,0.06,1.10, 1.30, 0.00, 1.04, 0.00,0.52, 0.19, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.06,0.00, 0.00,0.00, 0.00, 0.00, 0.06,0.00, 0.00,0.000,0.085,0.000, 0.287,0.106, 0.000,   4.742, 117, 1342,spam
1.23, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,2.46,0.00, 0.00,0.00, 0.00,0.00,0.00, 6.17, 0.00, 2.46, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.843,0.000, 0.000,   2.000,  19,  106,spam
0.00, 1.50,1.50, 0.00, 0.75,0.00,0.00, 0.00,0.75, 3.75,0.00,2.25,0.00, 0.00,1.50, 0.00,1.50,0.00, 0.75, 0.00, 3.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 2.224,1.223, 0.000, 107.400, 412,  537,spam
0.00, 1.51,1.51, 0.00, 0.75,0.00,0.00, 0.00,0.75, 3.78,0.00,2.27,0.00, 0.00,1.51, 0.00,0.75,0.00, 0.75, 0.00, 3.03, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 2.249,1.237, 0.000, 105.800, 404,  529,spam
0.10, 0.20,0.52, 0.00, 0.31,1.14,0.20, 0.62,1.04, 0.52,0.20,0.62,0.00, 0.00,1.66, 0.00,0.20,1.45, 2.08, 0.20, 1.25, 0.00,1.14, 0.20, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.20, 0.00, 0.00, 0.00,0.00, 0.00,0.095,0.143,0.000, 0.334,0.175, 0.031,   7.439, 689, 1287,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 6.17, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 2.46, 0.00,0.00, 0.00,0.000,0.000,0.000, 1.235,0.000, 0.000,   4.466,  10,  134,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 1.17, 0.00,0.00, 0.00,0.000,0.441,0.000, 0.441,0.662, 0.000,   4.066,  17,   61,spam
0.00, 0.00,0.31, 0.00, 0.31,0.31,0.31, 0.31,0.00, 0.00,0.63,0.95,0.00, 0.00,0.00, 0.95,0.63,0.31, 2.54, 2.54, 3.50, 0.00,0.00, 0.63, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.051,0.000, 0.102,0.000, 0.102,   5.708, 138,  274,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 2.04,0.00,0.00, 1.02, 1.02, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.174,0.000, 0.174,0.000, 0.000,   1.787,   7,   59,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 1.96,0.00,0.00, 0.98, 0.98, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.173,0.000, 0.173,0.000, 0.000,   1.787,   7,   59,spam
0.00, 0.39,1.17, 0.00, 0.39,0.00,0.00, 0.00,0.00, 0.78,0.78,0.78,0.00, 0.00,0.39, 3.51,0.00,0.00, 1.17, 0.00, 1.17, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.39, 0.00,0.00, 0.00,0.000,0.066,0.000, 0.864,0.132, 0.066,   5.870,  44,  364,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,1.42,0.00, 0.00,0.00, 1.42,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   2.058,   5,   35,spam
0.09, 0.00,0.09, 0.00, 0.39,0.09,0.09, 0.00,0.19, 0.29,0.39,0.48,0.00, 0.58,0.00, 0.87,0.19,0.00, 1.66, 4.10, 1.66, 0.00,0.39, 0.19, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.140,0.000, 0.326,0.155, 0.000,   6.813, 494, 1458,spam
0.10, 0.00,0.41, 0.00, 0.10,0.10,0.10, 0.52,0.10, 0.00,0.00,0.62,0.00, 0.20,0.00, 0.00,0.10,0.00, 0.00, 0.00, 0.00, 0.00,0.73, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.048,0.000, 0.016,0.064, 0.000,   1.915,  29,  339,spam
0.14, 0.00,0.28, 0.00, 0.09,0.24,0.04, 0.04,0.24, 0.00,0.00,0.52,0.04, 0.09,0.00, 0.00,0.14,0.00, 0.24, 0.04, 0.28, 0.00,0.38, 0.14, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.19,0.00,0.00, 0.00,0.04,0.00, 0.00,0.00, 0.04, 0.09, 0.00,0.00, 0.00,0.000,0.061,0.000, 0.007,0.099, 0.000,   1.867,  14,  521,spam
0.36, 0.27,0.63, 0.00, 0.82,0.36,0.00, 0.36,0.27, 4.10,0.09,1.27,0.45, 0.00,1.27, 1.18,0.27,2.10, 2.73, 0.00, 2.83, 0.00,0.09, 0.27, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.09,0.00,0.00, 0.00,0.09,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.101,0.000, 0.611,0.014, 0.000,   3.707, 127,  875,spam
0.00, 0.00,1.11, 0.00, 1.11,0.00,0.74, 0.00,0.00, 0.00,0.74,0.37,0.00, 0.00,0.00, 0.00,0.37,0.00, 3.35, 2.98, 2.61, 0.00,0.00, 0.37, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.368,0.552, 0.000,   1.580,   7,   79,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,1.38, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 1.38, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.470,0.000,0.000, 0.235,0.235, 1.882,   6.266,  41,   94,spam
0.00, 0.37,1.11, 0.00, 0.37,0.00,0.00, 0.00,0.00, 0.74,0.37,0.74,0.00, 0.00,0.37, 3.34,0.00,0.00, 0.74, 0.00, 1.48, 0.00,0.00, 0.37, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.292,0.000, 0.878,0.175, 0.058,   5.985,  58,  425,spam
0.00, 0.37,1.11, 0.00, 0.37,0.00,0.00, 0.00,0.00, 0.74,0.37,0.74,0.00, 0.00,0.37, 3.34,0.00,0.00, 0.74, 0.00, 1.48, 0.00,0.00, 0.37, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.292,0.000, 0.878,0.175, 0.058,   5.985,  58,  425,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 3.70, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 4.733,0.000, 0.000,   2.666,  11,   24,spam
0.17, 0.00,0.51, 0.00, 0.17,0.00,0.17, 0.34,0.17, 0.00,0.00,0.00,0.00, 0.34,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.34, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.026,0.000, 0.000,0.000, 0.000,   1.559,  10,  145,spam
0.17, 0.00,0.17, 0.17, 1.43,0.34,0.05, 0.05,0.05, 0.05,0.05,0.51,0.28, 0.05,0.00, 0.00,0.69,0.05, 4.20, 0.23, 1.03, 0.17,0.74, 0.05, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.010,0.050,0.000, 0.020,0.161, 0.030,   2.093,  51,  536,spam
0.00, 0.00,0.00, 0.00, 1.46,0.00,0.83, 0.00,0.20, 1.04,0.00,0.41,0.00, 0.00,0.00, 0.00,0.00,1.46, 1.04, 0.00, 0.20, 0.00,0.20, 0.00, 1.46, 1.46, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.20,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.182,0.401,0.109, 0.182,0.146, 0.000,   3.791,  26,  364,spam
0.00, 0.37,0.00, 0.00, 0.37,0.37,0.37, 0.74,0.37, 0.37,0.00,0.74,0.37, 0.00,0.00, 0.37,1.49,0.00, 3.73, 2.61, 1.49, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.74,0.00, 0.00,0.00, 0.00, 0.37, 0.00,0.00, 0.00,0.000,0.000,0.000, 1.199,0.505, 0.000,   3.337,  64,  267,spam
0.45, 0.00,0.67, 0.00, 0.22,0.67,0.00, 0.67,0.22, 0.22,0.22,1.35,0.00, 0.00,0.00, 0.45,1.35,0.22, 1.57, 1.57, 3.37, 0.00,0.22, 0.67, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.111,0.000, 1.599,0.148, 0.000,   4.947, 102,  564,spam
0.00, 0.19,0.57, 0.00, 0.09,0.28,0.09, 0.09,0.38, 0.19,0.00,0.57,0.57, 0.00,0.00, 0.19,0.00,0.00, 2.01, 0.00, 1.43, 0.00,0.00, 0.19, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.035,0.230,0.000, 0.088,0.124, 0.000,   2.405,  50,  368,spam
0.00, 0.00,0.44, 0.00, 0.88,0.22,0.00, 0.00,0.00, 0.00,0.00,0.44,0.00, 0.22,0.00, 0.00,0.00,0.00, 0.66, 0.00, 0.44, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.66, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.44, 0.00, 0.00,0.00, 0.00,0.037,0.224,0.000, 0.000,0.187, 0.149,   3.384,  21,  264,spam
